loss,mean_absolute_error,val_loss,val_mean_absolute_error
1.1620615720748901,0.8705825805664062,1.036950707435608,0.893822193145752
0.9550879597663879,0.8189048767089844,1.2362115383148193,0.9644232392311096
0.8903878927230835,0.7826743721961975,1.0084309577941895,0.8830797076225281
0.8542304635047913,0.7607743740081787,0.7642359137535095,0.7052522301673889
0.8272497057914734,0.7415381669998169,0.8035386204719543,0.6897807121276855
0.8262397646903992,0.7380031943321228,0.7691380977630615,0.6936581134796143
0.8038392066955566,0.7260915040969849,1.048635721206665,0.8695815801620483
0.7986004948616028,0.7230911254882812,0.7925727963447571,0.7272056341171265
0.7867527008056641,0.7151304483413696,0.7231543064117432,0.6637856364250183
0.7574551701545715,0.7002248764038086,1.048594355583191,0.8260161876678467
0.7569320201873779,0.6982277035713196,0.9912524223327637,0.7757747173309326
0.7327830791473389,0.6813638806343079,0.7004649639129639,0.6502926349639893
0.7336302399635315,0.683642566204071,0.7852542400360107,0.703003466129303
0.7089294791221619,0.6661417484283447,0.9809752106666565,0.8231728672981262
0.7672240734100342,0.7069028615951538,0.8986214399337769,0.8120546340942383
0.655719518661499,0.6376899480819702,0.6107578277587891,0.6047207713127136
0.6160869598388672,0.6125137209892273,0.6687660217285156,0.6179516911506653
0.683144748210907,0.652546226978302,43.57793426513672,4.542078018188477
0.6672775149345398,0.6459661722183228,0.9359568357467651,0.7316163778305054
0.73869389295578,0.6889963150024414,1.3270316123962402,0.9599268436431885
0.6500691175460815,0.6326739192008972,0.6152592301368713,0.6218722462654114
0.5939934849739075,0.6028857231140137,0.6073691844940186,0.624039888381958
