loss,mean_absolute_error,val_loss,val_mean_absolute_error
2.0848541259765625,0.9160670638084412,0.9684436917304993,0.8454398512840271
0.8830927014350891,0.7771568298339844,0.9710222482681274,0.828454852104187
0.8645395040512085,0.7664465308189392,0.7857112884521484,0.7360315322875977
0.8257110714912415,0.743583619594574,0.8067174553871155,0.7463111877441406
0.8234768509864807,0.7404736280441284,0.8315199613571167,0.7617941498756409
0.7987328767776489,0.7280895113945007,0.7025055885314941,0.6812590956687927
0.7864917516708374,0.7234821319580078,0.7356941103935242,0.6953276991844177
0.7882286310195923,0.7197399139404297,1.301775574684143,0.856287956237793
0.7800820469856262,0.7167333960533142,0.6571097373962402,0.6677742004394531
0.7638813853263855,0.7067193984985352,0.7156713008880615,0.7039285898208618
0.7483813166618347,0.7017853856086731,0.7542067766189575,0.7415313720703125
0.738755464553833,0.6916632056236267,0.6774606704711914,0.6456117033958435
0.7360904216766357,0.6897315382957458,0.7967267632484436,0.6827239990234375
0.7244199514389038,0.6850191950798035,0.8384409546852112,0.7788683176040649
0.7164202928543091,0.6812428832054138,0.7836714386940002,0.6755099296569824
0.7084121108055115,0.6797407269477844,5.267422676086426,1.2632474899291992
0.6936870813369751,0.669041097164154,1.7498911619186401,1.0039304494857788
0.6880301833152771,0.6648884415626526,0.8739458322525024,0.692268431186676
