loss,mean_absolute_error,val_loss,val_mean_absolute_error
1.0206475257873535,0.8292126655578613,1.2643661499023438,0.9783986806869507
0.8758215308189392,0.7708544135093689,1.065488576889038,0.9064674973487854
0.8423375487327576,0.7498929500579834,1.0630334615707397,0.7615861296653748
0.8248656988143921,0.7402066588401794,1.2947078943252563,0.8568323254585266
0.7846269011497498,0.7157569527626038,1.2427312135696411,0.8410496115684509
0.7408767342567444,0.6895001530647278,0.7808098196983337,0.6660905480384827
0.7117708325386047,0.6734618544578552,0.7226173281669617,0.6915532946586609
0.6907154321670532,0.6650875210762024,0.7416298389434814,0.6959534883499146
0.6825975775718689,0.6559122204780579,0.750657856464386,0.6736546158790588
0.6717634797096252,0.6524216532707214,0.687295138835907,0.6690686345100403
0.6208662390708923,0.6222729682922363,0.6912415027618408,0.6828710436820984
0.5962094664573669,0.6096673011779785,0.6835746169090271,0.6238811016082764
0.5828388333320618,0.6011713147163391,0.6588958501815796,0.6671187877655029
0.5700351595878601,0.5912665128707886,0.7807294726371765,0.6651365756988525
0.5578839182853699,0.5842617154121399,0.6487577557563782,0.5880791544914246
0.526652455329895,0.5631328225135803,0.5972324013710022,0.609844446182251
0.49605563282966614,0.5452396869659424,0.5568653345108032,0.5632675290107727
0.4786289632320404,0.5300390124320984,0.5779328346252441,0.594688355922699
0.4719845652580261,0.5274707078933716,0.7816041707992554,0.6744869351387024
0.4647519588470459,0.5236128568649292,0.5727607607841492,0.5681312680244446
0.4406715929508209,0.5060982704162598,0.5427433252334595,0.5595890283584595
0.43361973762512207,0.5022872090339661,0.5337439179420471,0.5573729276657104
0.40010908246040344,0.4769902229309082,0.5241472125053406,0.5460861921310425
0.40519091486930847,0.48208579421043396,0.5686221718788147,0.561895489692688
0.415147989988327,0.4874500036239624,0.5463535189628601,0.5639866590499878
0.3869754374027252,0.4722747206687927,0.5468714833259583,0.5502927303314209
0.3749399185180664,0.46202823519706726,0.5486499071121216,0.552322268486023
0.3788636326789856,0.4632289409637451,0.547992467880249,0.5468254089355469
0.388916015625,0.4667505621910095,0.522236704826355,0.5482316613197327
0.3782740533351898,0.4617096483707428,0.5232158899307251,0.5404557585716248
0.37063491344451904,0.4556865990161896,0.5218532681465149,0.5386869311332703
0.3624046742916107,0.4500557780265808,0.5214826464653015,0.5385030508041382
0.35890862345695496,0.4484209418296814,0.5256307125091553,0.5433090925216675
0.3568226397037506,0.44923222064971924,0.5296592712402344,0.5388020873069763
0.3946232497692108,0.47304749488830566,0.5255885720252991,0.5424638390541077
0.3718934655189514,0.4592888057231903,0.5230750441551208,0.5430778861045837
0.36126935482025146,0.45099756121635437,0.5160807967185974,0.5372527837753296
0.36838626861572266,0.452015221118927,0.5216929912567139,0.5417047142982483
0.34214720129966736,0.43942537903785706,0.5161777138710022,0.5382997989654541
0.3758181631565094,0.45719367265701294,0.5185363292694092,0.5398414134979248
0.3492560088634491,0.44003942608833313,0.5197897553443909,0.5386320352554321
0.3578299880027771,0.44661909341812134,0.5163512229919434,0.5362225770950317
0.37040209770202637,0.4537615478038788,0.5156615972518921,0.5362507104873657
0.360808789730072,0.4491298794746399,0.5161165595054626,0.5348289608955383
0.3448593318462372,0.4429579973220825,0.5155779123306274,0.5355800986289978
0.3447864055633545,0.44078320264816284,0.5126157999038696,0.5345052480697632
0.3497829735279083,0.4406522512435913,0.5125359892845154,0.5346845984458923
0.3569547235965729,0.44658252596855164,0.5118351578712463,0.5340976715087891
0.3397301435470581,0.4355641007423401,0.5121806859970093,0.5338922142982483
0.3395375907421112,0.4331086575984955,0.5145419836044312,0.5344290137290955
0.3476142883300781,0.44048166275024414,0.5130369067192078,0.5343031287193298
0.3614445924758911,0.44746294617652893,0.5133116245269775,0.5342880487442017
0.34210970997810364,0.4339883029460907,0.5126128792762756,0.534161388874054
0.34654393792152405,0.4420020580291748,0.5110681056976318,0.5335711240768433
0.35533156991004944,0.44469401240348816,0.5136319398880005,0.534280002117157
0.35389161109924316,0.44562584161758423,0.51247638463974,0.533513605594635
0.36199072003364563,0.4449913203716278,0.5123953819274902,0.5338006615638733
0.3346206247806549,0.43152329325675964,0.5140668153762817,0.5342532992362976
0.3430812954902649,0.43727847933769226,0.5126190185546875,0.533935546875
0.33545538783073425,0.43217188119888306,0.5134859085083008,0.5346950888633728
