loss,mean_absolute_error,val_loss,val_mean_absolute_error
0.9462980031967163,0.8106890320777893,0.8893160223960876,0.7988382577896118
0.9126370549201965,0.7888938188552856,1.013999342918396,0.8734428882598877
0.8965258598327637,0.7784699201583862,0.8686056733131409,0.7871732115745544
0.8789896368980408,0.7677939534187317,0.8277134299278259,0.7686505317687988
0.8550653457641602,0.7544618844985962,0.7840632200241089,0.7195447087287903
0.8378763198852539,0.7445734143257141,0.8714737892150879,0.8050612807273865
0.8319369554519653,0.7395345568656921,0.8348840475082397,0.7688094973564148
0.8126528263092041,0.7290152907371521,0.8875296115875244,0.8078266978263855
0.7971146702766418,0.7201957702636719,0.881890594959259,0.81130450963974
0.7946065068244934,0.7207933664321899,0.8100602030754089,0.7633748054504395
0.7783227562904358,0.7085488438606262,0.9159989953041077,0.8268037438392639
